institution_id,institution_display_name,institution_ror,institution_country_code,institution_type,institution_lineage,author_id,author_display_name,author_orcid,id
https://openalex.org/I45129253,University College London,https://ror.org/02jx3x895,GB,education,"['https://openalex.org/I124357947', 'https://openalex.org/I45129253']",https://openalex.org/A5086841394,Paul Drummond,https://orcid.org/0000-0002-6921-0474,https://openalex.org/W3110437710
https://openalex.org/I32971472,Yale University,https://ror.org/03v76x132,US,education,['https://openalex.org/I32971472'],https://openalex.org/A5017177541,Robert Dubrow,https://orcid.org/0000-0002-5071-7742,https://openalex.org/W3110437710
https://openalex.org/I201448701,University of Washington,https://ror.org/00cvxb145,US,education,['https://openalex.org/I201448701'],https://openalex.org/A5015997009,Kristie L. Ebi,https://orcid.org/0000-0003-4746-8236,https://openalex.org/W3110437710
https://openalex.org/I12912129,Northeastern University,https://ror.org/04t5xt781,US,education,['https://openalex.org/I12912129'],https://openalex.org/A5063597830,Matthew J. Eckelman,https://orcid.org/0000-0002-0595-3682,https://openalex.org/W3110437710
https://openalex.org/I4210121317,Centre for Sustainable Energy,https://ror.org/02z06eb16,GB,nonprofit,['https://openalex.org/I4210121317'],https://openalex.org/A5037286967,Paul Ekins,,https://openalex.org/W3110437710
https://openalex.org/I45129253,University College London,https://ror.org/02jx3x895,GB,education,"['https://openalex.org/I124357947', 'https://openalex.org/I45129253']",https://openalex.org/A5037286967,Paul Ekins,,https://openalex.org/W3110437710
https://openalex.org/I859038795,Virginia Tech,https://ror.org/02smfhw86,US,education,['https://openalex.org/I859038795'],https://openalex.org/A5003255746,Luis E. Escobar,https://orcid.org/0000-0001-5735-2750,https://openalex.org/W3110437710
https://openalex.org/I40120149,University of Oxford,https://ror.org/052gg0110,GB,education,['https://openalex.org/I40120149'],https://openalex.org/A5033911958,Lucien Georgeson,,https://openalex.org/W3110437710
https://openalex.org/I52099693,University of York,https://ror.org/04m01e293,GB,education,['https://openalex.org/I52099693'],https://openalex.org/A5001127940,Su Golder,,https://openalex.org/W3110437710
https://openalex.org/I58422712,International Livestock Research Institute,https://ror.org/01jxjwb74,KE,facility,"['https://openalex.org/I1286583668', 'https://openalex.org/I58422712']",https://openalex.org/A5062262368,Delia Grace,,https://openalex.org/W3110437710
https://openalex.org/I275799156,University of New England,https://ror.org/02n2ava60,US,education,['https://openalex.org/I275799156'],https://openalex.org/A5061822570,Hilary Graham,https://orcid.org/0000-0001-7949-6819,https://openalex.org/W3110437710
https://openalex.org/I79510175,Cardiff University,https://ror.org/03kk7td41,GB,education,['https://openalex.org/I79510175'],https://openalex.org/A5042563245,Paul Haggar,https://orcid.org/0000-0001-8753-1848,https://openalex.org/W3110437710
https://openalex.org/I1330665745,Energy Institute,https://ror.org/03fgcf430,GB,other,['https://openalex.org/I1330665745'],https://openalex.org/A5038137992,Ian Hamilton,https://orcid.org/0000-0003-0949-5495,https://openalex.org/W3110437710
https://openalex.org/I45129253,University College London,https://ror.org/02jx3x895,GB,education,"['https://openalex.org/I124357947', 'https://openalex.org/I45129253']",https://openalex.org/A5038137992,Ian Hamilton,https://orcid.org/0000-0003-0949-5495,https://openalex.org/W3110437710
https://openalex.org/I197097402,Universidad Peruana Cayetano Heredia,https://ror.org/03yczjf25,PE,education,['https://openalex.org/I197097402'],https://openalex.org/A5081597370,Stella M. Hartinger,https://orcid.org/0000-0003-3523-1725,https://openalex.org/W3110437710
https://openalex.org/I201448701,University of Washington,https://ror.org/00cvxb145,US,education,['https://openalex.org/I201448701'],https://openalex.org/A5012593605,Jeremy Hess,https://orcid.org/0000-0002-0440-2459,https://openalex.org/W3110437710
https://openalex.org/I1330665745,Energy Institute,https://ror.org/03fgcf430,GB,other,['https://openalex.org/I1330665745'],https://openalex.org/A5012373878,Shih Che Hsu,,https://openalex.org/W3110437710
https://openalex.org/I45129253,University College London,https://ror.org/02jx3x895,GB,education,"['https://openalex.org/I124357947', 'https://openalex.org/I45129253']",https://openalex.org/A5012373878,Shih Che Hsu,,https://openalex.org/W3110437710
https://openalex.org/I4210121317,Centre for Sustainable Energy,https://ror.org/02z06eb16,GB,nonprofit,['https://openalex.org/I4210121317'],https://openalex.org/A5013910587,Nick Hughes,,https://openalex.org/W3110437710
https://openalex.org/I45129253,University College London,https://ror.org/02jx3x895,GB,education,"['https://openalex.org/I124357947', 'https://openalex.org/I45129253']",https://openalex.org/A5013910587,Nick Hughes,,https://openalex.org/W3110437710
https://openalex.org/I24830596,Hertie School,https://ror.org/0473a4773,DE,education,['https://openalex.org/I24830596'],https://openalex.org/A5031902350,Slava Mikhaylov,https://orcid.org/0000-0001-6915-177X,https://openalex.org/W3110437710
https://openalex.org/I136199984,Harvard University,https://ror.org/03vek6s52,US,education,['https://openalex.org/I136199984'],https://openalex.org/A5024256473,Marcia P. Jiménez,https://orcid.org/0000-0001-5240-7898,https://openalex.org/W3110437710
https://openalex.org/I45129253,University College London,https://ror.org/02jx3x895,GB,education,"['https://openalex.org/I124357947', 'https://openalex.org/I45129253']",https://openalex.org/A5024467956,Ilan Kelman,,https://openalex.org/W3110437710
https://openalex.org/I1330665745,Energy Institute,https://ror.org/03fgcf430,GB,other,['https://openalex.org/I1330665745'],https://openalex.org/A5030734122,Harry Kennard,https://orcid.org/0000-0002-4542-0768,https://openalex.org/W3110437710
https://openalex.org/I45129253,University College London,https://ror.org/02jx3x895,GB,education,"['https://openalex.org/I124357947', 'https://openalex.org/I45129253']",https://openalex.org/A5030734122,Harry Kennard,https://orcid.org/0000-0002-4542-0768,https://openalex.org/W3110437710
https://openalex.org/I1317774081,International Institute for Applied Systems Analysis,https://ror.org/02wfhk785,AT,nonprofit,['https://openalex.org/I1317774081'],https://openalex.org/A5033425808,Gregor Kiesewetter,https://orcid.org/0000-0002-9369-9812,https://openalex.org/W3110437710
https://openalex.org/I111088046,Boston University,https://ror.org/05qwgg493,US,education,['https://openalex.org/I111088046'],https://openalex.org/A5057454836,Patrick L. Kinney,https://orcid.org/0000-0003-2801-1003,https://openalex.org/W3110437710
https://openalex.org/I162608824,University of Sussex,https://ror.org/00ayhx656,GB,education,['https://openalex.org/I162608824'],https://openalex.org/A5044779688,Dominic Kniveton,https://orcid.org/0000-0002-8643-4277,https://openalex.org/W3110437710
https://openalex.org/I52099693,University of York,https://ror.org/04m01e293,GB,education,['https://openalex.org/I52099693'],https://openalex.org/A5010889676,Pete Lampard,https://orcid.org/0000-0003-3963-8602,https://openalex.org/W3110437710
https://openalex.org/I156171363,Nelson Marlborough Institute of Technology,https://ror.org/00wykxp39,NZ,education,"['https://openalex.org/I156171363', 'https://openalex.org/I4387152882']",https://openalex.org/A5023098336,Bruno Lemke,,https://openalex.org/W3110437710
https://openalex.org/I150468666,Emory University,https://ror.org/03czfpz43,US,education,['https://openalex.org/I150468666'],https://openalex.org/A5017074044,Liu Yang,https://orcid.org/0000-0001-7530-9588,https://openalex.org/W3110437710
https://openalex.org/I99065089,Tsinghua University,https://ror.org/03cve4549,CN,education,['https://openalex.org/I99065089'],https://openalex.org/A5029598460,Zhao Liu,https://orcid.org/0000-0002-5421-6101,https://openalex.org/W3110437710
https://openalex.org/I78577930,Columbia University,https://ror.org/00hj8s172,US,education,['https://openalex.org/I78577930'],https://openalex.org/A5090661500,Melissa Lott,,https://openalex.org/W3110437710
https://openalex.org/I4210089966,London School of Hygiene & Tropical Medicine,https://ror.org/00a0jsq62,GB,education,"['https://openalex.org/I124357947', 'https://openalex.org/I4210089966']",https://openalex.org/A5020097125,Rachel Lowe,https://orcid.org/0000-0003-3939-7343,https://openalex.org/W3110437710
https://openalex.org/I123044942,Autonomous University of Barcelona,https://ror.org/052g8jq94,ES,education,['https://openalex.org/I123044942'],https://openalex.org/A5015718175,Jaime Martínez-Urtaza,https://orcid.org/0000-0001-6219-0418,https://openalex.org/W3110437710
https://openalex.org/I45129253,University College London,https://ror.org/02jx3x895,GB,education,"['https://openalex.org/I124357947', 'https://openalex.org/I45129253']",https://openalex.org/A5044983010,Mark Maslin,,https://openalex.org/W3110437710
https://openalex.org/I62916508,Technical University of Munich,https://ror.org/02kkvpp62,DE,education,['https://openalex.org/I62916508'],https://openalex.org/A5081237905,Lucy McAllister,https://orcid.org/0000-0003-4876-8388,https://openalex.org/W3110437710
https://openalex.org/I45129253,University College London,https://ror.org/02jx3x895,GB,education,"['https://openalex.org/I124357947', 'https://openalex.org/I45129253']",https://openalex.org/A5028490781,Alice McGushin,https://orcid.org/0000-0001-9674-0457,https://openalex.org/W3110437710
https://openalex.org/I165779595,University of Melbourne,https://ror.org/01ej9dk98,AU,education,['https://openalex.org/I165779595'],https://openalex.org/A5039072657,Celia McMichael,,https://openalex.org/W3110437710
https://openalex.org/I2800164725,Royal Society of Tropical Medicine and Hygiene,https://ror.org/03zhs2308,GB,other,['https://openalex.org/I2800164725'],https://openalex.org/A5000398690,James Milner,https://orcid.org/0000-0003-0304-639X,https://openalex.org/W3110437710
https://openalex.org/I4210089966,London School of Hygiene & Tropical Medicine,https://ror.org/00a0jsq62,GB,education,"['https://openalex.org/I124357947', 'https://openalex.org/I4210089966']",https://openalex.org/A5000398690,James Milner,https://orcid.org/0000-0003-0304-639X,https://openalex.org/W3110437710
https://openalex.org/I161106909,Iran University of Medical Sciences,https://ror.org/03w04rv71,IR,education,['https://openalex.org/I161106909'],https://openalex.org/A5056631987,Maziar Moradi‐Lakeh,,https://openalex.org/W3110437710
https://openalex.org/I23923803,University of Exeter,https://ror.org/03yghzc09,GB,education,['https://openalex.org/I23923803'],https://openalex.org/A5035186771,Karyn Morrissey,https://orcid.org/0000-0001-7259-1047,https://openalex.org/W3110437710
https://openalex.org/I24830596,Hertie School,https://ror.org/0473a4773,DE,education,['https://openalex.org/I24830596'],https://openalex.org/A5000465232,Simon Munzert,https://orcid.org/0000-0003-4760-367X,https://openalex.org/W3110437710
https://openalex.org/I90344618,Medical Research Council,https://ror.org/03x94j517,GB,government,"['https://openalex.org/I4210087105', 'https://openalex.org/I90344618']",https://openalex.org/A5069708269,Kris A. Murray,https://orcid.org/0000-0002-8382-0674,https://openalex.org/W3110437710
https://openalex.org/I47508984,Imperial College London,https://ror.org/041kmwe10,GB,education,['https://openalex.org/I47508984'],https://openalex.org/A5069708269,Kris A. Murray,https://orcid.org/0000-0002-8382-0674,https://openalex.org/W3110437710
https://openalex.org/I4210116687,MRC Unit the Gambia,https://ror.org/025wfj672,GM,facility,"['https://openalex.org/I4210089966', 'https://openalex.org/I4210116687', 'https://openalex.org/I90344618']",https://openalex.org/A5069708269,Kris A. Murray,https://orcid.org/0000-0002-8382-0674,https://openalex.org/W3110437710
https://openalex.org/I4210105654,World Health Organization,https://ror.org/01f80g185,CH,government,['https://openalex.org/I4210105654'],https://openalex.org/A5062563305,Tara Neville,,https://openalex.org/W3110437710
https://openalex.org/I90267481,Umeå University,https://ror.org/05kb8h459,SE,education,['https://openalex.org/I90267481'],https://openalex.org/A5008899788,Maria Nilsson,https://orcid.org/0000-0003-3036-8546,https://openalex.org/W3110437710
https://openalex.org/I90267481,Umeå University,https://ror.org/05kb8h459,SE,education,['https://openalex.org/I90267481'],https://openalex.org/A5062374590,Maquins Odhiambo Sewe,,https://openalex.org/W3110437710
https://openalex.org/I1330665745,Energy Institute,https://ror.org/03fgcf430,GB,other,['https://openalex.org/I1330665745'],https://openalex.org/A5089364902,Tadj Oreszczyn,https://orcid.org/0000-0002-9667-7336,https://openalex.org/W3110437710
https://openalex.org/I45129253,University College London,https://ror.org/02jx3x895,GB,education,"['https://openalex.org/I124357947', 'https://openalex.org/I45129253']",https://openalex.org/A5089364902,Tadj Oreszczyn,https://orcid.org/0000-0002-9667-7336,https://openalex.org/W3110437710
https://openalex.org/I156171363,Nelson Marlborough Institute of Technology,https://ror.org/00wykxp39,NZ,education,"['https://openalex.org/I156171363', 'https://openalex.org/I4387152882']",https://openalex.org/A5045501714,M. Alexander Otto,https://orcid.org/0000-0003-4273-4267,https://openalex.org/W3110437710
https://openalex.org/I4210145257,Agricultural Biotechnology Research Institute of Iran,https://ror.org/05d09wf68,IR,facility,['https://openalex.org/I4210145257'],https://openalex.org/A5026765090,Fereidoon Owfi,,https://openalex.org/W3110437710
https://openalex.org/I188538660,University of Colorado Boulder,https://ror.org/02ttsq026,US,education,"['https://openalex.org/I188538660', 'https://openalex.org/I2802236040']",https://openalex.org/A5077468257,Olivia Pearman,,https://openalex.org/W3110437710
https://openalex.org/I23923803,University of Exeter,https://ror.org/03yghzc09,GB,education,['https://openalex.org/I23923803'],https://openalex.org/A5068034384,David Pencheon,,https://openalex.org/W3110437710
https://openalex.org/I91136226,University of Sheffield,https://ror.org/05krs5044,GB,education,['https://openalex.org/I91136226'],https://openalex.org/A5069148356,Ruth Quinn,https://orcid.org/0000-0002-9551-1350,https://openalex.org/W3110437710
https://openalex.org/I4210145257,Agricultural Biotechnology Research Institute of Iran,https://ror.org/05d09wf68,IR,facility,['https://openalex.org/I4210145257'],https://openalex.org/A5014723755,Mahnaz Rabbaniha,https://orcid.org/0000-0001-8369-9854,https://openalex.org/W3110437710
https://openalex.org/I71052956,University of Reading,https://ror.org/05v62cm79,GB,education,['https://openalex.org/I71052956'],https://openalex.org/A5013203953,Elizabeth Robinson,https://orcid.org/0000-0002-4950-0183,https://openalex.org/W3110437710
https://openalex.org/I90267481,Umeå University,https://ror.org/05kb8h459,SE,education,['https://openalex.org/I90267481'],https://openalex.org/A5090027021,Joacim Rocklöv,https://orcid.org/0000-0003-4030-0449,https://openalex.org/W3110437710
https://openalex.org/I45129253,University College London,https://ror.org/02jx3x895,GB,education,"['https://openalex.org/I124357947', 'https://openalex.org/I45129253']",https://openalex.org/A5022976710,Marina Romanello,,https://openalex.org/W3110437710
https://openalex.org/I57210546,European Centre for Disease Prevention and Control,https://ror.org/00s9v1h75,SE,government,"['https://openalex.org/I1320481043', 'https://openalex.org/I57210546']",https://openalex.org/A5022230602,Jan C. Semenza,,https://openalex.org/W3110437710
https://openalex.org/I32971472,Yale University,https://ror.org/03v76x132,US,education,['https://openalex.org/I32971472'],https://openalex.org/A5043235525,Jodi D. Sherman,https://orcid.org/0000-0003-4157-9728,https://openalex.org/W3110437710
https://openalex.org/I40120149,University of Oxford,https://ror.org/052gg0110,GB,education,['https://openalex.org/I40120149'],https://openalex.org/A5077458864,Marco Springmann,https://orcid.org/0000-0001-6028-5712,https://openalex.org/W3110437710
https://openalex.org/I157696592,Universiti Malaysia Terengganu,https://ror.org/02474f074,MY,education,['https://openalex.org/I157696592'],https://openalex.org/A5018975442,Meisam Tabatabaei,https://orcid.org/0000-0001-8067-1944,https://openalex.org/W3110437710
https://openalex.org/I4210133110,Tampere University,https://ror.org/033003e23,FI,education,['https://openalex.org/I4210133110'],https://openalex.org/A5060773491,Jonathon Taylor,https://orcid.org/0000-0003-3485-1404,https://openalex.org/W3110437710
https://openalex.org/I200284239,University of Santiago de Compostela,https://ror.org/030eybx10,ES,education,['https://openalex.org/I200284239'],https://openalex.org/A5066399579,Joaquín Triñanes,https://orcid.org/0000-0003-1529-3371,https://openalex.org/W3110437710
https://openalex.org/I150468666,Emory University,https://ror.org/03czfpz43,US,education,['https://openalex.org/I150468666'],https://openalex.org/A5027720504,Bryan N. Vu,https://orcid.org/0000-0003-4548-3934,https://openalex.org/W3110437710
https://openalex.org/I2800164725,Royal Society of Tropical Medicine and Hygiene,https://ror.org/03zhs2308,GB,other,['https://openalex.org/I2800164725'],https://openalex.org/A5084579935,Paul Wilkinson,https://orcid.org/0000-0001-7456-259X,https://openalex.org/W3110437710
https://openalex.org/I4210089966,London School of Hygiene & Tropical Medicine,https://ror.org/00a0jsq62,GB,education,"['https://openalex.org/I124357947', 'https://openalex.org/I4210089966']",https://openalex.org/A5084579935,Paul Wilkinson,https://orcid.org/0000-0001-7456-259X,https://openalex.org/W3110437710
https://openalex.org/I4210121317,Centre for Sustainable Energy,https://ror.org/02z06eb16,GB,nonprofit,['https://openalex.org/I4210121317'],https://openalex.org/A5076284209,Matthew Winning,,https://openalex.org/W3110437710
https://openalex.org/I45129253,University College London,https://ror.org/02jx3x895,GB,education,"['https://openalex.org/I124357947', 'https://openalex.org/I45129253']",https://openalex.org/A5076284209,Matthew Winning,,https://openalex.org/W3110437710
https://openalex.org/I99065089,Tsinghua University,https://ror.org/03cve4549,CN,education,['https://openalex.org/I99065089'],https://openalex.org/A5059264917,Peng Gong,https://orcid.org/0000-0003-1513-3765,https://openalex.org/W3110437710
https://openalex.org/I45129253,University College London,https://ror.org/02jx3x895,GB,education,"['https://openalex.org/I124357947', 'https://openalex.org/I45129253']",https://openalex.org/A5086453071,Hugh Montgomery,https://orcid.org/0000-0001-8797-5019,https://openalex.org/W3110437710
https://openalex.org/I45129253,University College London,https://ror.org/02jx3x895,GB,education,"['https://openalex.org/I124357947', 'https://openalex.org/I45129253']",https://openalex.org/A5046475317,Anthony Costello,https://orcid.org/0000-0002-0460-4245,https://openalex.org/W3110437710
https://openalex.org/I195460627,University of Aberdeen,https://ror.org/016476m91,GB,education,['https://openalex.org/I195460627'],https://openalex.org/A5028843362,Pete Smith,https://orcid.org/0000-0002-3784-1124,https://openalex.org/W2195453830
https://openalex.org/I204250578,"University of California, Irvine",https://ror.org/04gyf1771,US,education,"['https://openalex.org/I204250578', 'https://openalex.org/I2803209242']",https://openalex.org/A5021527359,Steven J. Davis,https://orcid.org/0000-0002-9338-0844,https://openalex.org/W2195453830
https://openalex.org/I4210086490,Mercator Research Institute on Global Commons and Climate Change,https://ror.org/002jq3415,DE,other,"['https://openalex.org/I4210086490', 'https://openalex.org/I4210095341']",https://openalex.org/A5078552854,Felix Creutzig,https://orcid.org/0000-0002-5710-3348,https://openalex.org/W2195453830
https://openalex.org/I4577782,Technische Universität Berlin,https://ror.org/03v4gjf40,DE,education,['https://openalex.org/I4577782'],https://openalex.org/A5078552854,Felix Creutzig,https://orcid.org/0000-0002-5710-3348,https://openalex.org/W2195453830
https://openalex.org/I4210086490,Mercator Research Institute on Global Commons and Climate Change,https://ror.org/002jq3415,DE,other,"['https://openalex.org/I4210086490', 'https://openalex.org/I4210095341']",https://openalex.org/A5011197728,Sabine Fuss,https://orcid.org/0000-0002-8681-9839,https://openalex.org/W2195453830
https://openalex.org/I4210086490,Mercator Research Institute on Global Commons and Climate Change,https://ror.org/002jq3415,DE,other,"['https://openalex.org/I4210086490', 'https://openalex.org/I4210095341']",https://openalex.org/A5060648323,Jan C. Minx,https://orcid.org/0000-0002-2862-0178,https://openalex.org/W2195453830
https://openalex.org/I60200437,Potsdam Institute for Climate Impact Research,https://ror.org/03e8s1d88,DE,facility,"['https://openalex.org/I315704651', 'https://openalex.org/I60200437']",https://openalex.org/A5060648323,Jan C. Minx,https://orcid.org/0000-0002-2862-0178,https://openalex.org/W2195453830
https://openalex.org/I24830596,Hertie School,https://ror.org/0473a4773,DE,education,['https://openalex.org/I24830596'],https://openalex.org/A5060648323,Jan C. Minx,https://orcid.org/0000-0002-2862-0178,https://openalex.org/W2195453830
https://openalex.org/I4210108708,Functional Ecology and Ecotoxicology of AgroEcosystems,https://ror.org/01z6yh944,FR,facility,"['https://openalex.org/I22248866', 'https://openalex.org/I4210108708', 'https://openalex.org/I4210115779']",https://openalex.org/A5086302347,Benoît Gabrielle,https://orcid.org/0000-0002-9131-2549,https://openalex.org/W2195453830
https://openalex.org/I22248866,Agro ParisTech,https://ror.org/02kbmgc12,FR,education,"['https://openalex.org/I190752583', 'https://openalex.org/I22248866', 'https://openalex.org/I277688954']",https://openalex.org/A5086302347,Benoît Gabrielle,https://orcid.org/0000-0002-9131-2549,https://openalex.org/W2195453830
https://openalex.org/I4210088668,"National Research Institute for Agriculture, Food and Environment",https://ror.org/003vg9w96,FR,government,['https://openalex.org/I4210088668'],https://openalex.org/A5086302347,Benoît Gabrielle,https://orcid.org/0000-0002-9131-2549,https://openalex.org/W2195453830
https://openalex.org/I4210147409,Institute of Applied Energy,https://ror.org/051ywtd91,JP,facility,['https://openalex.org/I4210147409'],https://openalex.org/A5088787051,Etsushi Kato,https://orcid.org/0000-0001-8814-804X,https://openalex.org/W2195453830
https://openalex.org/I100681346,Forest Institute,https://ror.org/04fves619,US,education,['https://openalex.org/I100681346'],https://openalex.org/A5075366947,Robert B. Jackson,https://orcid.org/0000-0001-8846-7147,https://openalex.org/W2195453830
https://openalex.org/I90745801,University of New England,https://ror.org/04r659a56,AU,education,['https://openalex.org/I90745801'],https://openalex.org/A5018651156,Annette Cowie,https://orcid.org/0000-0002-3858-959X,https://openalex.org/W2195453830
https://openalex.org/I60200437,Potsdam Institute for Climate Impact Research,https://ror.org/03e8s1d88,DE,facility,"['https://openalex.org/I315704651', 'https://openalex.org/I60200437']",https://openalex.org/A5023849961,Elmar Kriegler,https://orcid.org/0000-0002-3307-2647,https://openalex.org/W2195453830
https://openalex.org/I193662353,Utrecht University,https://ror.org/04pp8hn57,NL,education,['https://openalex.org/I193662353'],https://openalex.org/A5017613471,Detlef P. van Vuuren,,https://openalex.org/W2195453830
https://openalex.org/I1326018075,Netherlands Environmental Assessment Agency,https://ror.org/052x1hs80,NL,facility,"['https://openalex.org/I1326018075', 'https://openalex.org/I331567899']",https://openalex.org/A5017613471,Detlef P. van Vuuren,,https://openalex.org/W2195453830
https://openalex.org/I35440088,ETH Zurich,https://ror.org/05a28rw58,CH,education,"['https://openalex.org/I2799323385', 'https://openalex.org/I35440088']",https://openalex.org/A5017820045,Joeri Rogelj,https://orcid.org/0000-0003-2056-9061,https://openalex.org/W2195453830
https://openalex.org/I1317774081,International Institute for Applied Systems Analysis,https://ror.org/02wfhk785,AT,nonprofit,['https://openalex.org/I1317774081'],https://openalex.org/A5017820045,Joeri Rogelj,https://orcid.org/0000-0003-2056-9061,https://openalex.org/W2195453830
https://openalex.org/I4210124937,Laboratoire des Sciences du Climat et de l'Environnement,https://ror.org/03dsd0g48,FR,facility,"['https://openalex.org/I1308403363', 'https://openalex.org/I195731000', 'https://openalex.org/I2738703131', 'https://openalex.org/I4210113668', 'https://openalex.org/I4210124937', 'https://openalex.org/I4210148025']",https://openalex.org/A5070378593,Philippe Ciais,,https://openalex.org/W2195453830
https://openalex.org/I4210114102,Institut Pierre-Simon Laplace,https://ror.org/02haar591,FR,facility,['https://openalex.org/I4210114102'],https://openalex.org/A5070378593,Philippe Ciais,,https://openalex.org/W2195453830
